Chrom	Start	End	Name	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr11	27013400	27018629	21283	Promoter (<=1kb)	11	27015628	27018630	3003	1	ENST00000318627.2	0	FIBIN	ENSG00000176971.2
chr3	184432950	184435649	8627	Promoter (3-4kb)	3	184428156	184429836	1681	2	ENST00000317897.3	-3115	MAGEF1	ENSG00000177383.3
chr12	19060380	19062549	23168	Distal Intergenic	12	18891045	18892121	1077	1	ENST00000317658.3	169336	CAPZA3	ENSG00000177938.3
chr10	95705800	95708279	20233	Intron (ENST00000605679.1/ENSG00000176273.10, intron 3 of 3)	10	95719648	95721189	1542	2	ENST00000540371.1	12910	PIPSL	ENSG00000180764.11
chr4	114898700	114901699	9682	Promoter (<=1kb)	4	114821440	114900857	79418	2	ENST00000315366.7	0	ARSJ	ENSG00000180801.11
chr1	85068750	85070879	1651	Distal Intergenic	1	85093913	85097431	3519	2	ENST00000327308.3	26552	C1orf180	ENSG00000180869.3
chr15	89164200	89166449	27730	Promoter (<=1kb)	15	89164527	89175513	10987	1	ENST00000332810.3	0	AEN	ENSG00000181026.13
chr17	115880	119099	29341	Intron (ENST00000331302.7/ENSG00000181031.11, intron 6 of 9)	17	63615	97478	33864	2	ENST00000570893.1	-18403	RPH3AL	ENSG00000181031.11
chr5	76010400	76015449	10858	Promoter (<=1kb)	5	76011868	76031606	19739	1	ENST00000319211.4	0	F2R	ENSG00000181104.6
chr10	11311280	11313299	19169	3' UTR	10	11358797	11361847	3051	2	ENST00000379256.3	48548	CELF2-AS1	ENSG00000181800.5
chr7	137671000	137675579	15695	Intron (ENST00000330387.6/ENSG00000182158.10, intron 1 of 11)	7	137597557	137686793	89237	2	ENST00000452463.1	11214	CREB3L2	ENSG00000182158.10
chr7	137665030	137670129	15694	Intron (ENST00000330387.6/ENSG00000182158.10, intron 1 of 11)	7	137597557	137686793	89237	2	ENST00000452463.1	16664	CREB3L2	ENSG00000182158.10
chr7	137616700	137619479	15690	Promoter (<=1kb)	7	137597570	137618636	21067	2	ENST00000458726.1	0	CREB3L2	ENSG00000182158.10
chr15	93615750	93617799	27875	Promoter (<=1kb)	15	93586636	93616939	30304	2	ENST00000425933.2	0	RGMA	ENSG00000182175.9
chr14	68976600	68978699	25996	Intron (ENST00000487861.1/ENSG00000182185.14, intron 10 of 10)	14	69012279	69061705	49427	1	ENST00000556251.1	-33580	RAD51B	ENSG00000182185.14
chr8	119086000	119088079	17007	Intron (ENST00000378204.2/ENSG00000182197.6, intron 1 of 10)	8	118842476	119122653	280178	2	ENST00000436216.1	34574	EXT1	ENSG00000182197.6
chr8	8203380	8207149	15970	Intron (ENST00000330777.4/ENSG00000182319.5, intron 2 of 4)	8	8175258	8239257	64000	2	ENST00000330777.4	32108	SGK223	ENSG00000182319.5
chr12	7167130	7169999	23043	Promoter (<=1kb)	12	7167819	7178336	10518	1	ENST00000328916.3	0	C1S	ENSG00000182326.10
chr6	27838500	27841899	12628	Promoter (<=1kb)	6	27839623	27840099	477	2	ENST00000328488.2	0	HIST1H3I	ENSG00000182572.2
chr3	184319500	184322649	8622	Intron (ENST00000444495.1/ENSG00000145191.7, intron 15 of 15)	3	184297536	184298488	953	1	ENST00000473079.1	21965	EPHB3	ENSG00000182580.2
chr15	60660300	60669699	27091	Promoter (<=1kb)	15	60643391	60666704	23314	2	ENST00000559176.1	0	ANXA2	ENSG00000182718.12
chr15	60682100	60690599	27092	Promoter (<=1kb)	15	60639333	60690185	50853	2	ENST00000396024.3	0	ANXA2	ENSG00000182718.12
chr15	60654580	60656599	27090	Exon (ENST00000557937.1/ENSG00000182718.12, exon 5 of 5)	15	60643391	60666704	23314	2	ENST00000559176.1	10105	ANXA2	ENSG00000182718.12
chr9	119116930	119118949	18373	Intron (ENST00000328252.3/ENSG00000182752.8, intron 17 of 21)	9	119135478	119158895	23418	1	ENST00000483254.1	-16529	PAPPA	ENSG00000182752.8
chr9	119126280	119128379	18374	Intron (ENST00000328252.3/ENSG00000182752.8, intron 18 of 21)	9	119135478	119158895	23418	1	ENST00000483254.1	-7099	PAPPA	ENSG00000182752.8
chr6	26535750	26540379	12602	Promoter (<=1kb)	6	26538633	26546482	7850	1	ENST00000377575.2	0	HMGN4	ENSG00000182952.4
chr13	24840180	24842779	24693	Promoter (2-3kb)	13	24844826	24878042	33217	1	ENST00000399949.2	-2047	SPATA13	ENSG00000182957.11
chr7	48124050	48131299	14875	Promoter (<=1kb)	7	48128225	48143004	14780	1	ENST00000416681.1	0	UPP1	ENSG00000183696.9
chr1	157970150	157985299	2408	Intron (ENST00000368173.3/ENSG00000183853.13, intron 1 of 14)	1	157963435	158065010	101576	1	ENST00000416935.2	6716	KIRREL	ENSG00000183853.13
chr15	101441600	101444299	27981	Promoter (3-4kb)	15	101438265	101447435	9171	1	ENST00000558869.1	3336	ALDH1A3	ENSG00000184254.12
chr6	27803550	27808499	12626	Promoter (<=1kb)	6	27805658	27806117	460	2	ENST00000330180.2	0	HIST1H2AK	ENSG00000184348.2
chr11	96070200	96077249	22330	Promoter (<=1kb)	11	95709762	96076344	366583	2	ENST00000524717.1	0	MAML2	ENSG00000184384.9
chr3	93691200	93693999	7657	Promoter (<=1kb)	3	93591881	93692910	101030	2	ENST00000394236.3	0	PROS1	ENSG00000184500.10
chr10	90145700	90147929	20129	Intron (ENST00000371947.3/ENSG00000184719.7, intron 4 of 6)	10	90034718	90342947	308230	2	ENST00000437752.1	195018	RNLS	ENSG00000184719.7
chr6	27112480	27116399	12612	Promoter (<=1kb)	6	27114861	27115317	457	1	ENST00000377459.1	0	HIST1H2AH	ENSG00000184825.4
chr14	85998450	86001799	26282	Promoter (1-2kb)	14	85996572	86090431	93860	1	ENST00000554746.1	1879	FLRT2	ENSG00000185070.6
chr14	85994900	85997029	26281	Promoter (<=1kb)	14	85996488	86095034	98547	1	ENST00000330753.4	0	FLRT2	ENSG00000185070.6
chr17	4106600	4108679	29505	Promoter (2-3kb)	17	4098750	4111427	12678	2	ENST00000573250.2	2748	ANKFY1	ENSG00000185722.12
chr7	129557650	129559679	15558	Intron (ENST00000355621.3/ENSG00000186591.7, intron 1 of 6)	7	129474781	129591167	116387	2	ENST00000496698.1	31488	UBE2H	ENSG00000186591.7
chr11	12704280	12707249	21148	Intron (ENST00000361905.4/ENSG00000187079.10, intron 2 of 12)	11	12697050	12960612	263563	1	ENST00000527575.1	7231	TEAD1	ENSG00000187079.10
chr7	79080450	79085449	15108	Promoter (<=1kb)	7	77646393	79082871	1436479	2	ENST00000419488.1	0	MAGI2	ENSG00000187391.13
chr1	223286780	223289249	3303	Intron (ENST00000540964.1/ENSG00000187554.7, intron 3 of 3)	1	223283707	223308098	24392	2	ENST00000342210.6	18849	TLR5	ENSG00000187554.7
chr5	141695980	141708449	11483	Promoter (<=1kb)	5	141689992	141704566	14575	2	ENST00000344120.4	0	SPRY4	ENSG00000187678.8
chr3	127632530	127638149	8017	Promoter (<=1kb)	3	127634075	127706509	72435	1	ENST00000405109.1	0	KBTBD12	ENSG00000187715.9
chr3	127628230	127631279	8016	Promoter (2-3kb)	3	127634075	127706509	72435	1	ENST00000405109.1	-2796	KBTBD12	ENSG00000187715.9
chr8	121135930	121138849	17027	Promoter (<=1kb)	8	121137347	121383156	245810	1	ENST00000309791.4	0	COL14A1	ENSG00000187955.7
chr8	121233050	121236499	17029	Intron (ENST00000498051.2/ENSG00000187955.7, intron 18 of 22)	8	121209155	121279231	70077	1	ENST00000434620.1	23896	COL14A1	ENSG00000187955.7
chr3	188814880	188819149	8745	Promoter (<=1kb)	3	188817910	188933172	115263	1	ENST00000412373.1	0	TPRG1	ENSG00000188001.5
chr9	95362630	95364749	18004	Promoter (<=1kb)	9	95362539	95377446	14908	1	ENST00000375579.3	92	CENPP	ENSG00000188312.9
chr9	95369000	95372879	18005	Promoter (<=1kb)	9	95372826	95377446	4621	1	ENST00000375576.1	0	CENPP	ENSG00000188312.9
chr9	95354600	95356729	18002	Intron (ENST00000375587.3/ENSG00000188312.9, intron 5 of 7)	9	95362539	95377446	14908	1	ENST00000375579.3	-5810	CENPP	ENSG00000188312.9
chr12	3813200	3815949	22960	Intron (ENST00000440314.2/ENSG00000130038.5, intron 3 of 19)	12	3797876	3799650	1775	2	ENST00000358444.3	-13551	AC005831.1	ENSG00000196138.3
chr12	3792680	3796099	22959	Promoter (3-4kb)	12	3797876	3799650	1775	2	ENST00000358444.3	3551	AC005831.1	ENSG00000196138.3
chr19	39934750	39937949	32962	Promoter (<=1kb)	19	39936186	39967306	31121	1	ENST00000402194.2	0	SUPT5H	ENSG00000196235.9
chr6	27861130	27864299	12629	Promoter (<=1kb)	6	27861203	27861669	467	1	ENST00000303806.4	0	HIST1H2BO	ENSG00000196331.5
chr10	5684380	5689599	19086	Promoter (<=1kb)	10	5680830	5683775	2946	2	ENST00000493897.1	-606	ASB13	ENSG00000196372.8
chr4	7827380	7834779	9018	Intron (ENST00000360265.4/ENSG00000196526.6, intron 5 of 15)	4	7765294	7800887	35594	2	ENST00000513842.1	-26494	AFAP1	ENSG00000196526.6
chr4	7841700	7846849	9019	Exon (ENST00000360265.4/ENSG00000196526.6, exon 4 of 16)	4	7840315	7864038	23724	2	ENST00000513856.1	17189	AFAP1	ENSG00000196526.6
chr4	7821150	7826529	9017	Intron (ENST00000360265.4/ENSG00000196526.6, intron 5 of 15)	4	7765294	7800887	35594	2	ENST00000513842.1	-20264	AFAP1	ENSG00000196526.6
chr6	129810680	129813829	13684	Promoter (<=1kb)	6	129811828	129823817	11990	1	ENST00000498257.1	0	LAMA2	ENSG00000196569.7
chr3	11137650	11139899	6515	Distal Intergenic	3	11178779	11302461	123683	1	ENST00000438284.2	-38880	HRH1	ENSG00000196639.6
chr5	150529700	150531979	11716	Promoter (<=1kb)	5	150516870	150531040	14171	2	ENST00000523164.1	0	ANXA6	ENSG00000197043.9
chr12	66274550	66277749	23775	Promoter (<=1kb)	12	66245120	66275947	30828	2	ENST00000439236.2	0	RP11-366L20.2	ENSG00000197301.3
chr10	30011430	30015749	19392	Intron (ENST00000375400.3/ENSG00000197321.10, intron 1 of 35)	10	29746277	30024730	278454	2	ENST00000375398.2	8981	SVIL	ENSG00000197321.10
chr10	29947400	29951349	19389	Intron (ENST00000375400.3/ENSG00000197321.10, intron 2 of 35)	10	29844019	29936184	92166	2	ENST00000483758.1	-11217	SVIL	ENSG00000197321.10
chr10	30021930	30027449	19393	Promoter (<=1kb)	10	29746267	30024733	278467	2	ENST00000375400.3	0	SVIL	ENSG00000197321.10
chr10	29927800	29939149	19388	Promoter (<=1kb)	10	29844019	29936184	92166	2	ENST00000483758.1	0	SVIL	ENSG00000197321.10
chr6	137057430	137062029	13755	Intron (ENST00000359015.4/ENSG00000197442.8, intron 1 of 29)	6	136878185	137113656	235472	2	ENST00000359015.4	51627	MAP3K5	ENSG00000197442.8
chr16	73176380	73178899	29041	Promoter (<=1kb)	16	73160536	73178346	17811	2	ENST00000358463.2	0	C16orf47	ENSG00000197445.2
chr16	73205380	73208699	29042	Distal Intergenic	16	73160536	73178346	17811	2	ENST00000358463.2	-27035	C16orf47	ENSG00000197445.2
chr11	12432180	12434549	21140	Intron (ENST00000334956.8/ENSG00000197702.7, intron 1 of 12)	11	12419788	12535351	115564	1	ENST00000538608.1	12393	PARVA	ENSG00000197702.7
chr2	16830900	16835249	3895	Intron (ENST00000381323.3/ENSG00000197872.7, intron 1 of 11)	2	16734204	16847096	112893	2	ENST00000406434.1	11847	FAM49A	ENSG00000197872.7
chr18	74777530	74781799	31978	Exon (ENST00000355994.2/ENSG00000197971.10, exon 3 of 9)	18	74696751	74799538	102788	2	ENST00000580473.1	17739	MBP	ENSG00000197971.10
chr18	74810000	74816499	31981	Promoter (<=1kb)	18	74692383	74817217	124835	2	ENST00000580402.1	718	MBP	ENSG00000197971.10
chr18	74764150	74771699	31976	Intron (ENST00000355994.2/ENSG00000197971.10, intron 3 of 8)	18	74696751	74799538	102788	2	ENST00000580473.1	27839	MBP	ENSG00000197971.10
chr18	74839080	74844599	31984	Promoter (<=1kb)	18	74724735	74843640	118906	2	ENST00000397863.1	0	MBP	ENSG00000197971.10
chr20	1873280	1881199	33588	Promoter (<=1kb)	20	1875154	1920543	45390	1	ENST00000400068.3	0	SIRPA	ENSG00000198053.7
chr6	28108700	28110749	12634	Promoter (<=1kb)	6	28109688	28121889	12202	1	ENST00000606198.1	0	ZKSCAN8	ENSG00000198315.6
chr9	72870450	72876579	17844	Promoter (<=1kb)	9	72873937	72969804	95868	1	ENST00000361138.5	0	SMC5	ENSG00000198887.7
chr6	130339150	130343049	13692	Promoter (<=1kb)	6	130339728	130372488	32761	1	ENST00000526087.1	0	L3MBTL3	ENSG00000198945.3
chr1	85905700	85907729	1667	Promoter (4-5kb)	1	85900858	85900967	110	2	ENST00000362589.1	-4734	Y_RNA	ENSG00000199459.1
chr20	30482500	30484599	33924	Promoter (4-5kb)	20	30489057	30489229	173	1	ENST00000362627.1	-4458	RNU1-94P	ENSG00000199497.1
chr2	38384230	38386249	4248	Intron (ENST00000413828.2/ENSG00000232973.7, intron 2 of 2)	2	38374557	38374663	107	1	ENST00000362733.1	9674	RNU6-951P	ENSG00000199603.1
chr1	184119080	184123299	2787	Distal Intergenic	1	184140848	184140957	110	2	ENST00000362970.1	17658	Y_RNA	ENSG00000199840.1
chr8	18835250	18837329	16124	Promoter (<=1kb)	8	18837129	18837282	154	1	ENST00000364287.1	0	SNORA62	ENSG00000201157.1
chr13	110525180	110527899	25338	Distal Intergenic	13	110567443	110567767	325	1	ENST00000364291.1	-39544	RN7SKP10	ENSG00000201161.1
chr13	110520530	110524349	25337	Distal Intergenic	13	110567443	110567767	325	1	ENST00000364291.1	-43094	RN7SKP10	ENSG00000201161.1
chr6	121842500	121845729	13612	Distal Intergenic	6	121863632	121863772	141	2	ENST00000364509.1	18043	RNU4-76P	ENSG00000201379.1
chr17	57922150	57925229	30650	Promoter (<=1kb)	17	57924799	57924905	107	2	ENST00000364654.1	0	RNU6-450P	ENSG00000201524.1
chr6	31461050	31466129	12726	Promoter (<=1kb)	6	31464466	31464567	102	2	ENST00000383850.1	0	Y_RNA	ENSG00000201680.1
chr11	34212830	34216179	21336	Promoter (2-3kb)	11	34210721	34210822	102	1	ENST00000364997.1	2110	Y_RNA	ENSG00000201867.1
chr18	55442600	55449899	31812	Intron (ENST00000536015.1/ENSG00000081923.6, intron 1 of 27)	18	55422626	55422732	107	1	ENST00000365289.1	19975	RNU6-742P	ENSG00000202159.1
chr13	81011250	81013249	25213	Distal Intergenic	13	80943561	80943669	109	2	ENST00000365528.1	-67582	RNU6-61P	ENSG00000202398.1
chr13	21286250	21288399	24630	Promoter (<=1kb)	13	21286570	21288285	1716	1	ENST00000366421.3	0	AL512652.1	ENSG00000203614.3
chr10	111726250	111730879	20482	Distal Intergenic	10	111705330	111713649	8320	2	ENST00000369655.1	-12602	RP11-451M19.3	ENSG00000203876.5
chr9	89762080	89765099	17946	Promoter (<=1kb)	9	89763559	89774471	10913	1	ENST00000375941.2	0	C9orf170	ENSG00000204446.2
chr6	31152500	31156799	12715	Promoter (3-4kb)	6	31132119	31148508	16390	2	ENST00000441888.3	-3993	POU5F1	ENSG00000204531.11
chr9	72740400	72742449	17843	Exon (ENST00000377182.4/ENSG00000165072.9, exon 6 of 14)	9	72700732	72728776	28045	2	ENST00000414515.3	-11625	MAMDC2-AS1	ENSG00000204706.10
chr2	42192000	42196599	4313	Distal Intergenic	2	42180070	42181406	1337	2	ENST00000403980.1	-10595	C2orf91	ENSG00000205086.5
chr2	36933180	36935279	4208	Intron (ENST00000379242.3/ENSG00000205221.8, intron 1 of 15)	2	36924020	37041576	117557	1	ENST00000401530.1	9161	VIT	ENSG00000205221.8
chr5	81629380	81632299	10943	Intron (ENST00000508366.1/ENSG00000205464.7, intron 2 of 7)	5	81605855	81614199	8345	1	ENST00000514672.1	23526	ATP6AP1L	ENSG00000205464.7
chr5	81651730	81654449	10945	Intron (ENST00000508366.1/ENSG00000205464.7, intron 6 of 7)	5	81678764	81682335	3572	1	ENST00000502523.1	-24315	ATP6AP1L	ENSG00000205464.7
chr5	81642550	81646229	10944	Exon (ENST00000508366.1/ENSG00000205464.7, exon 5 of 8)	5	81678764	81682335	3572	1	ENST00000502523.1	-32535	ATP6AP1L	ENSG00000205464.7
chr18	67066750	67069899	31928	Promoter (<=1kb)	18	67068291	67516323	448033	1	ENST00000382713.5	0	DOK6	ENSG00000206052.6
chr18	47017100	47019279	31738	Promoter (<=1kb)	18	47017653	47017717	65	2	ENST00000383875.1	0	SNORD58A	ENSG00000206602.1
chr1	236079350	236081749	3597	Promoter (<=1kb)	1	236078715	236078821	107	1	ENST00000384076.1	636	RNU6-968P	ENSG00000206803.1
chr4	41156400	41159799	9221	Intron (ENST00000295974.8/ENSG00000163697.12, intron 1 of 17)	4	41115959	41116062	104	1	ENST00000384469.1	40442	RNU6-1195P	ENSG00000207198.1
chr6	25301900	25303999	12566	Intron (ENST00000461945.1/ENSG00000079691.15, intron 2 of 8)	6	25287660	25287761	102	2	ENST00000384556.1	-14140	Y_RNA	ENSG00000207286.1
chr6	25295800	25300849	12565	Intron (ENST00000461945.1/ENSG00000079691.15, intron 2 of 8)	6	25287660	25287761	102	2	ENST00000384556.1	-8040	Y_RNA	ENSG00000207286.1
chr11	19616830	19619199	21246	Promoter (3-4kb)	11	19612703	19612838	136	2	ENST00000384676.1	-3993	SNORA1	ENSG00000207407.1
chr5	64421600	64424279	10716	Promoter (2-3kb)	5	64419196	64419301	106	1	ENST00000384708.1	2405	Y_RNA	ENSG00000207439.1
chr11	122026730	122030999	22624	Promoter (3-4kb)	11	122022937	122023016	80	2	ENST00000385259.1	-3715	MIR100	ENSG00000207994.1
chr5	172442450	172446299	11997	Promoter (1-2kb)	5	172447731	172447931	201	1	ENST00000391100.1	-1432	SNORA74B	ENSG00000212402.1
chr8	81631250	81633399	16732	Intron (ENST00000327835.3/ENSG00000164684.9, intron 2 of 8)	8	81661796	81661928	133	2	ENST00000391127.1	28529	RNU11-6P	ENSG00000212429.1
chr5	90457250	90460149	10979	3' UTR	5	90519236	90519784	549	1	ENST00000514239.1	-59087	RP11-414H23.2	ENSG00000212930.3
chr9	115109780	115112349	18313	Distal Intergenic	9	115124994	115125396	403	1	ENST00000448036.1	-12645	RP11-432F4.2	ENSG00000213529.3
chr14	56470780	56472829	25836	Distal Intergenic	14	56464932	56465307	376	2	ENST00000395298.1	-5474	AL163952.1	ENSG00000213622.1
chr10	53164500	53166849	19663	Intron (ENST00000401604.2/ENSG00000185532.10, intron 2 of 17)	10	53079586	53080420	835	1	ENST00000412878.2	84915	RSU1P3	ENSG00000213659.4
chr3	27673050	27675899	6787	Promoter (<=1kb)	3	27674467	27675211	745	1	ENST00000368528.3	0	AC098614.2	ENSG00000213846.3
chr3	193719400	193723349	8784	Promoter (<=1kb)	3	193675161	193721448	46288	2	ENST00000397645.2	0	RP11-699L21.1	ENSG00000214146.2
chr9	110510650	110515049	18230	Distal Intergenic	9	110539471	110540419	949	2	ENST00000398726.3	25370	AL162389.1	ENSG00000214645.3
chr7	63505180	63507199	14949	Promoter (<=1kb)	7	63505821	63537792	31972	1	ENST00000445978.1	0	RP11-3N2.13	ENSG00000214652.4
chr4	169685400	169692599	10097	Intron (ENST00000261509.6/ENSG00000129116.13, intron 10 of 20)	4	169676967	169677533	567	1	ENST00000491923.1	8434	RPL9P16	ENSG00000214676.4
chr5	72920350	72923599	10833	Promoter (<=1kb)	5	72921983	73207522	285540	1	ENST00000296794.6	0	ARHGEF28	ENSG00000214944.5
chr21	17959050	17961729	34577	Promoter (<=1kb)	21	17961009	17999514	38506	1	ENST00000602323.1	0	LINC00478	ENSG00000215386.6
chr13	41043080	41046629	24899	Promoter (2-3kb)	13	41032671	41040785	8115	2	ENST00000542632.1	-2296	LINC00598	ENSG00000215483.4
chr1	41573430	41576479	1079	Intron (ENST00000456518.2/ENSG00000010803.12, intron 2 of 8)	1	41564310	41564808	499	1	ENST00000401064.3	9121	RP4-635E8.1	ENSG00000215893.3
chr5	171837230	171849079	11944	Intron (ENST00000519643.1/ENSG00000174705.7, intron 2 of 12)	5	171866667	171866758	92	2	ENST00000401308.1	17679	AC011407.1	ENSG00000216127.1
chr5	171855600	171859349	11946	Intron (ENST00000519643.1/ENSG00000174705.7, intron 1 of 12)	5	171866667	171866758	92	2	ENST00000401308.1	7409	AC011407.1	ENSG00000216127.1
chr5	171830050	171832049	11942	Intron (ENST00000519643.1/ENSG00000174705.7, intron 3 of 12)	5	171866667	171866758	92	2	ENST00000401308.1	34709	AC011407.1	ENSG00000216127.1
chr6	90805730	90809579	13394	Intron (ENST00000257749.4/ENSG00000112182.10, intron 4 of 8)	6	90826419	90826824	406	2	ENST00000404861.1	17245	RP3-453I5.2	ENSG00000218730.1
chr6	36701630	36704079	12932	Promoter (<=1kb)	6	36704827	36705763	937	1	ENST00000494644.1	-748	RP3-431A14.4	ENSG00000220349.4
chr6	26304600	26306729	12591	Distal Intergenic	6	26322104	26322520	417	2	ENST00000404612.1	15791	HIST1H3PS1	ENSG00000220875.1
chr1	8569030	8571849	195	Promoter (<=1kb)	1	8571854	8571978	125	2	ENST00000408156.1	129	SNORA77	ENSG00000221083.1
chr4	54968530	54970579	9309	Promoter (<=1kb)	4	54969747	54969823	77	2	ENST00000408292.1	0	AC110298.1	ENSG00000221219.1
chr1	87614650	87619099	1689	Promoter (<=1kb)	1	87616981	87617128	148	1	ENST00000408295.1	0	AL139139.1	ENSG00000221222.1
chr17	16188130	16191949	29727	Promoter (2-3kb)	17	16185328	16185402	75	1	ENST00000408428.1	2803	MIR1288	ENSG00000221355.1
chr4	148282630	148284679	9925	Distal Intergenic	4	148265781	148265869	89	2	ENST00000408442.1	-16762	MIR548G	ENSG00000221369.1
chr2	30643100	30646799	4120	Distal Intergenic	2	30655219	30655314	96	2	ENST00000408450.1	8515	AC073255.1	ENSG00000221377.1
chr1	117423700	117426279	2064	Distal Intergenic	1	117447772	117447916	145	1	ENST00000408498.1	-21493	AL157904.1	ENSG00000221425.1
chr1	117419830	117422999	2063	Distal Intergenic	1	117447772	117447916	145	1	ENST00000408498.1	-24773	AL157904.1	ENSG00000221425.1
chr13	33630580	33633279	24806	Intron (ENST00000426690.2/ENSG00000133116.6, intron 3 of 3)	13	33615489	33615580	92	1	ENST00000408750.2	15092	AL161898.1	ENSG00000221677.2
chr8	25895730	25903479	16275	Promoter (<=1kb)	8	25699246	25902913	203668	2	ENST00000520164.1	0	EBF2	ENSG00000221818.4
chr8	25863550	25865579	16272	Intron (ENST00000520164.1/ENSG00000221818.4, intron 6 of 15)	8	25701878	25899004	197127	2	ENST00000408929.3	33425	EBF2	ENSG00000221818.4
chr3	152047230	152051649	8336	Intron (ENST00000282486.6/ENSG00000152601.13, intron 2 of 9)	3	152057484	152058779	1296	2	ENST00000408960.3	7130	TMEM14E	ENSG00000221962.3
chr5	151077730	151080499	11732	Promoter (3-4kb)	5	151083850	151084139	290	2	ENST00000410170.1	3640	RN7SKP232	ENSG00000222102.1
chr12	94434430	94437379	23968	Distal Intergenic	12	94402515	94402823	309	2	ENST00000411194.1	-31608	RN7SKP263	ENSG00000223126.1
chr9	18860900	18862949	17580	Intron (ENST00000380548.4/ENSG00000178031.11, intron 23 of 28)	9	18834835	18834925	91	2	ENST00000411279.1	-25976	AL158150.1	ENSG00000223211.1
chr11	122450600	122453279	22630	Promoter (<=1kb)	11	122449913	122450015	103	2	ENST00000411333.1	-586	RNU6-592P	ENSG00000223265.1
chr1	145091450	145093499	2112	Promoter (2-3kb)	1	145096220	145116922	20703	1	ENST00000453618.1	-2721	SEC22B	ENSG00000223380.3
chr6	169565400	169567399	14221	Promoter (2-3kb)	6	169558187	169563019	4833	2	ENST00000439703.1	-2382	RP11-417E7.1	ENSG00000223485.1
chr2	28560680	28567379	4067	3' UTR	2	28530558	28533326	2769	2	ENST00000418963.1	-27355	AC093690.1	ENSG00000223522.1
chr7	25706030	25710179	14570	Promoter (3-4kb)	7	25632971	25702673	69703	2	ENST00000446840.1	-3358	AC003090.1	ENSG00000223561.2
chr7	25701900	25704079	14569	Promoter (<=1kb)	7	25632971	25702673	69703	2	ENST00000446840.1	0	AC003090.1	ENSG00000223561.2
chr13	50931000	50932999	25077	Promoter (2-3kb)	13	50935546	50935899	354	2	ENST00000445636.1	2900	RPL34P26	ENSG00000223676.1
chr22	27975850	27980149	35252	Distal Intergenic	22	27959800	27969534	9735	2	ENST00000415655.1	-6317	RP1-231P7P.1	ENSG00000224027.1
chr2	238164030	238166779	6294	Promoter (<=1kb)	2	238165734	238166319	586	1	ENST00000445534.2	0	AC112715.2	ENSG00000224132.2
chr2	11533280	11535399	3850	Promoter (<=1kb)	2	11534107	11543203	9097	1	ENST00000417473.2	0	LINC00570	ENSG00000224177.2
chr16	24680800	24683829	28461	Promoter (<=1kb)	16	24672743	24682383	9641	2	ENST00000414816.1	0	AC012317.1	ENSG00000224310.1
chr2	23719580	23722599	3945	Intron (ENST00000486442.1/ENSG00000119771.10, intron 2 of 13)	2	23729913	23747214	17302	2	ENST00000430988.1	24615	AC011239.1	ENSG00000224361.1
chr7	134374250	134378149	15636	Distal Intergenic	7	134368896	134372742	3847	1	ENST00000422042.1	5355	AC009276.4	ENSG00000224375.1
chr10	4394350	4397929	19066	Distal Intergenic	10	4426438	4452804	26367	1	ENST00000454152.1	-28509	LINC00703	ENSG00000224382.1
chr2	218570700	218572749	6030	Intron (ENST00000486365.1/ENSG00000231672.2, intron 1 of 10)	2	218558618	218561486	2869	1	ENST00000437380.1	12083	AC010886.2	ENSG00000224414.1
chr13	30687600	30689629	24741	Promoter (4-5kb)	13	30681736	30683012	1277	2	ENST00000432770.1	-4589	LINC00365	ENSG00000224511.1
chr3	172230000	172232129	8516	Intron (ENST00000241261.2/ENSG00000121858.6, intron 2 of 4)	3	172240018	172240234	217	1	ENST00000429380.1	-7889	AC007919.18	ENSG00000224611.1
chr3	172232300	172235649	8517	Promoter (4-5kb)	3	172240018	172240234	217	1	ENST00000429380.1	-4369	AC007919.18	ENSG00000224611.1
chr3	30669430	30672849	6827	Promoter (1-2kb)	3	30667915	30668289	375	2	ENST00000411661.1	-1142	AC096921.2	ENSG00000224618.1
chr3	30695100	30699249	6830	Intron (ENST00000295754.5/ENSG00000163513.13, intron 3 of 6)	3	30667915	30668289	375	2	ENST00000411661.1	-26812	AC096921.2	ENSG00000224618.1
chr2	122726600	122728629	5306	Distal Intergenic	2	122548068	122552495	4428	1	ENST00000422649.1	178533	AC018737.3	ENSG00000224655.1
chr2	238068100	238071499	6286	Distal Intergenic	2	238031553	238032740	1188	2	ENST00000416509.1	-35361	AC107079.1	ENSG00000224844.1
chr9	135644200	135646529	18788	Promoter (<=1kb)	9	135644840	135645599	760	2	ENST00000451318.1	0	RP11-295G24.5	ENSG00000224992.1
chr9	21095200	21097349	17600	Distal Intergenic	9	21106542	21106835	294	1	ENST00000453148.2	-9193	IFNWP4	ENSG00000225027.2
chr5	141946900	141948999	11497	Promoter (<=1kb)	5	141946265	141946641	377	1	ENST00000427031.1	636	RPS12P10	ENSG00000225147.1
chr10	10837450	10842499	19135	Promoter (<=1kb)	10	10826401	10836943	10543	2	ENST00000434919.2	-508	SFTA1P	ENSG00000225383.2
chr10	3976250	3979699	19046	Promoter (<=1kb)	10	3976711	3978005	1295	1	ENST00000432452.2	0	RP11-464C19.3	ENSG00000226005.3
chr9	107668080	107672929	18190	Intron (ENST00000374736.3/ENSG00000165029.11, intron 1 of 49)	9	107689834	107691173	1340	1	ENST00000435915.1	-16905	RP11-217B7.2	ENSG00000226334.1
