Chromosome Name	Gene Start (bp)	Gene End (bp)	Associated Gene Name	Description	Transcript Biotype	Ensembl Gene ID
1	220960101	220987735	MARC1	mitochondrial amidoxime reducing component 1 [Source:HGNC Symbol;Acc:26189]	protein_coding	ENSG00000186205
1	152483320	152484653	LCE5A	late cornified envelope 5A [Source:HGNC Symbol;Acc:16614]	protein_coding	ENSG00000186207
4	77816082	77819002	SOWAHB	sosondowah ankyrin repeat domain family member B [Source:HGNC Symbol;Acc:32958]	protein_coding	ENSG00000186212
4	6717842	6719387	BLOC1S4	biogenesis of lysosomal organelles complex-1, subunit 4, cappuccino [Source:HGNC Symbol;Acc:24206]	protein_coding	ENSG00000186222
1	152758690	152760902	LCE1E	late cornified envelope 1E [Source:HGNC Symbol;Acc:29466]	protein_coding	ENSG00000186226
19	57946697	57956853	ZNF749	zinc finger protein 749 [Source:HGNC Symbol;Acc:32783]	protein_coding	ENSG00000186230
6	97372605	97588630	KLHL32	kelch-like family member 32 [Source:HGNC Symbol;Acc:21221]	protein_coding	ENSG00000186231
2	239133193	239140318	AC016757.3	Protein LOC151174  [Source:UniProtKB/TrEMBL;Acc:E7EUL1]	protein_coding	ENSG00000186235
16	14165178	14360630	MKL2	MKL/myocardin-like 2 [Source:HGNC Symbol;Acc:29819]	protein_coding	ENSG00000186260
3	112182815	112218408	BTLA	B and T lymphocyte associated [Source:HGNC Symbol;Acc:21087]	protein_coding	ENSG00000186265
19	57922531	57933307	ZNF17	zinc finger protein 17 [Source:HGNC Symbol;Acc:12958]	protein_coding	ENSG00000186272
1	146373546	146467744	NBPF12	neuroblastoma breakpoint family, member 12 [Source:HGNC Symbol;Acc:24297]	protein_coding	ENSG00000186275
11	94706845	94732682	KDM4D	lysine (K)-specific demethylase 4D [Source:HGNC Symbol;Acc:25498]	protein_coding	ENSG00000186280
2	96687694	96705199	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:HGNC Symbol;Acc:27168]	protein_coding	ENSG00000186281
1	179050512	179067158	TOR3A	torsin family 3, member A [Source:HGNC Symbol;Acc:11997]	protein_coding	ENSG00000186283
X	72297115	72299351	PABPC1L2A	poly(A) binding protein, cytoplasmic 1-like 2A [Source:HGNC Symbol;Acc:27989]	protein_coding	ENSG00000186288
15	27111510	27194354	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5 [Source:HGNC Symbol;Acc:4079]	protein_coding	ENSG00000186297
12	111157485	111180744	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isozyme [Source:HGNC Symbol;Acc:9283]	protein_coding	ENSG00000186298
19	2841433	2860482	ZNF555	zinc finger protein 555 [Source:HGNC Symbol;Acc:28382]	protein_coding	ENSG00000186300
1	158368312	158369256	OR10T2	olfactory receptor, family 10, subfamily T, member 2 [Source:HGNC Symbol;Acc:14816]	protein_coding	ENSG00000186306
X	92925929	92928567	NAP1L3	nucleosome assembly protein 1-like 3 [Source:HGNC Symbol;Acc:7639]	protein_coding	ENSG00000186310
5	144851362	145214932	PRELID2	PRELI domain containing 2 [Source:HGNC Symbol;Acc:28306]	protein_coding	ENSG00000186314
11	117156402	117186975	BACE1	beta-site APP-cleaving enzyme 1 [Source:HGNC Symbol;Acc:933]	protein_coding	ENSG00000186318
19	33166313	33169206	RGS9BP	regulator of G protein signaling 9 binding protein [Source:HGNC Symbol;Acc:30304]	protein_coding	ENSG00000186326
3	171561139	171656505	TMEM212	transmembrane protein 212 [Source:HGNC Symbol;Acc:34295]	protein_coding	ENSG00000186329
5	150656323	150683327	SLC36A3	solute carrier family 36, member 3 [Source:HGNC Symbol;Acc:19659]	protein_coding	ENSG00000186334
5	150694539	150727151	SLC36A2	solute carrier family 36 (proton/amino acid symporter), member 2 [Source:HGNC Symbol;Acc:18762]	protein_coding	ENSG00000186335
6	169615875	169654139	THBS2	thrombospondin 2 [Source:HGNC Symbol;Acc:11786]	protein_coding	ENSG00000186340
9	137208944	137332431	RXRA	retinoid X receptor, alpha [Source:HGNC Symbol;Acc:10477]	protein_coding	ENSG00000186350
4	186317175	186321782	ANKRD37	ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:29593]	protein_coding	ENSG00000186352
9	91605778	91611055	C9orf47	chromosome 9 open reading frame 47 [Source:HGNC Symbol;Acc:23669]	protein_coding	ENSG00000186354
1	145586115	145589439	NUDT17	nudix (nucleoside diphosphate linked moiety X)-type motif 17 [Source:HGNC Symbol;Acc:26618]	protein_coding	ENSG00000186364
5	129083772	129102425	KIAA1024L	KIAA1024-like [Source:HGNC Symbol;Acc:33914]	protein_coding	ENSG00000186367
X	134382867	134478012	ZNF75D	zinc finger protein 75D [Source:HGNC Symbol;Acc:13145]	protein_coding	ENSG00000186376
1	47427036	47516423	CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1 [Source:HGNC Symbol;Acc:20244]	protein_coding	ENSG00000186377
17	38922490	38928414	KRT26	keratin 26 [Source:HGNC Symbol;Acc:30840]	protein_coding	ENSG00000186393
17	38974369	38978847	KRT10	keratin 10 [Source:HGNC Symbol;Acc:6413]	protein_coding	ENSG00000186395
15	30695943	30706463	GOLGA8R	golgin A8 family, member R [Source:HGNC Symbol;Acc:44407]	protein_coding	ENSG00000186399
1	158548709	158549689	OR10X1	olfactory receptor, family 10, subfamily X, member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:14995]	protein_coding	ENSG00000186400
17	72606026	72619897	CD300E	CD300e molecule [Source:HGNC Symbol;Acc:28874]	protein_coding	ENSG00000186407
1	42929001	43120335	CCDC30	coiled-coil domain containing 30 [Source:HGNC Symbol;Acc:26103]	protein_coding	ENSG00000186409
X	118722300	118739858	NKRF	NFKB repressing factor [Source:HGNC Symbol;Acc:19374]	protein_coding	ENSG00000186416
15	51633826	51700210	GLDN	gliomedin [Source:HGNC Symbol;Acc:29514]	protein_coding	ENSG00000186417
19	55385704	55401838	FCAR	Fc fragment of IgA, receptor for [Source:HGNC Symbol;Acc:3608]	protein_coding	ENSG00000186431
3	160212783	160283376	KPNA4	karyopherin alpha 4 (importin alpha 3) [Source:HGNC Symbol;Acc:6397]	protein_coding	ENSG00000186432
6	123537483	123958238	TRDN	triadin [Source:HGNC Symbol;Acc:12261]	protein_coding	ENSG00000186439
1	158532441	158533394	OR6P1	olfactory receptor, family 6, subfamily P, member 1 [Source:HGNC Symbol;Acc:15036]	protein_coding	ENSG00000186440
12	53183469	53189901	KRT3	keratin 3 [Source:HGNC Symbol;Acc:6440]	protein_coding	ENSG00000186442
3	44771088	44778575	ZNF501	zinc finger protein 501 [Source:HGNC Symbol;Acc:23717]	protein_coding	ENSG00000186446
3	44626380	44689963	ZNF197	zinc finger protein 197 [Source:HGNC Symbol;Acc:12988]	protein_coding	ENSG00000186448
3	57094469	57109460	SPATA12	spermatogenesis associated 12 [Source:HGNC Symbol;Acc:23221]	protein_coding	ENSG00000186451
12	51236703	51281667	TMPRSS12	transmembrane (C-terminal) protease, serine 12 [Source:HGNC Symbol;Acc:28779]	protein_coding	ENSG00000186452
2	24397938	24423718	FAM228A	family with sequence similarity 228, member A [Source:HGNC Symbol;Acc:34418]	protein_coding	ENSG00000186453
20	238377	241737	DEFB132	defensin, beta 132 [Source:HGNC Symbol;Acc:33806]	protein_coding	ENSG00000186458
X	72432135	72434684	NAP1L2	nucleosome assembly protein 1-like 2 [Source:HGNC Symbol;Acc:7638]	protein_coding	ENSG00000186462
5	81569177	81574396	RPS23	ribosomal protein S23 [Source:HGNC Symbol;Acc:10410]	protein_coding	ENSG00000186468
14	52292913	52446060	GNG2	guanine nucleotide binding protein (G protein), gamma 2 [Source:HGNC Symbol;Acc:4404]	protein_coding	ENSG00000186469
6	26365387	26378546	BTN3A2	butyrophilin, subfamily 3, member A2 [Source:HGNC Symbol;Acc:1139]	protein_coding	ENSG00000186470
X	119029800	119054679	AKAP14	A kinase (PRKA) anchor protein 14 [Source:HGNC Symbol;Acc:24061]	protein_coding	ENSG00000186471
7	82383329	82792246	PCLO	piccolo presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:13406]	protein_coding	ENSG00000186472
19	51532348	51538486	KLK12	kallikrein-related peptidase 12 [Source:HGNC Symbol;Acc:6360]	protein_coding	ENSG00000186474
5	63802084	63908139	RGS7BP	regulator of G-protein signaling 7 binding protein [Source:HGNC Symbol;Acc:23271]	protein_coding	ENSG00000186479
7	155089486	155101945	INSIG1	insulin induced gene 1 [Source:HGNC Symbol;Acc:6083]	protein_coding	ENSG00000186480
2	1792885	2335032	MYT1L	myelin transcription factor 1-like [Source:HGNC Symbol;Acc:7623]	protein_coding	ENSG00000186487
5	2752245	2755508	C5orf38	chromosome 5 open reading frame 38 [Source:HGNC Symbol;Acc:24226]	protein_coding	ENSG00000186493
18	32946661	32957301	ZNF396	zinc finger protein 396 [Source:HGNC Symbol;Acc:18824]	protein_coding	ENSG00000186496
1	27648651	27662891	TMEM222	transmembrane protein 222 [Source:HGNC Symbol;Acc:25363]	protein_coding	ENSG00000186501
11	57791353	57949088	OR9Q1	olfactory receptor, family 9, subfamily Q, member 1 [Source:HGNC Symbol;Acc:14724]	protein_coding	ENSG00000186509
1	16345370	16360545	CLCNKA	chloride channel, voltage-sensitive Ka [Source:HGNC Symbol;Acc:2026]	protein_coding	ENSG00000186510
11	57957906	57958990	OR9Q2	olfactory receptor, family 9, subfamily Q, member 2 [Source:HGNC Symbol;Acc:15328]	protein_coding	ENSG00000186513
1	161016736	161039760	ARHGAP30	Rho GTPase activating protein 30 [Source:HGNC Symbol;Acc:27414]	protein_coding	ENSG00000186517
2	110300559	110371783	sep-10	septin 10 [Source:HGNC Symbol;Acc:14349]	protein_coding	ENSG00000186522
8	12039605	12051642	FAM86B1	family with sequence similarity 86, member B1 [Source:HGNC Symbol;Acc:28268]	protein_coding	ENSG00000186523
19	15751707	15773635	CYP4F3	cytochrome P450, family 4, subfamily F, polypeptide 3 [Source:HGNC Symbol;Acc:2646]	protein_coding	ENSG00000186529
17	1682779	1733928	SMYD4	SET and MYND domain containing 4 [Source:HGNC Symbol;Acc:21067]	protein_coding	ENSG00000186532
8	7679488	7681411	DEFB105A	defensin, beta 105A [Source:HGNC Symbol;Acc:18087]	protein_coding	ENSG00000186562
1	47901689	47906363	FOXD2	forkhead box D2 [Source:HGNC Symbol;Acc:3803]	protein_coding	ENSG00000186564
17	42472652	42580798	GPATCH8	G patch domain containing 8 [Source:HGNC Symbol;Acc:29066]	protein_coding	ENSG00000186566
19	45165545	45187631	CEACAM19	carcinoembryonic antigen-related cell adhesion molecule 19 [Source:HGNC Symbol;Acc:31951]	protein_coding	ENSG00000186567
8	7669242	7673238	DEFB107A	defensin, beta 107A [Source:HGNC Symbol;Acc:18086]	protein_coding	ENSG00000186572
22	29999545	30094587	NF2	neurofibromin 2 (merlin) [Source:HGNC Symbol;Acc:7773]	protein_coding	ENSG00000186575
6	34214157	34217247	C6orf1	chromosome 6 open reading frame 1 [Source:HGNC Symbol;Acc:1340]	protein_coding	ENSG00000186577
8	7682694	7686575	DEFB106A	defensin, beta 106A [Source:HGNC Symbol;Acc:18088]	protein_coding	ENSG00000186579
8	145086582	145101933	SPATC1	spermatogenesis and centriole associated 1 [Source:HGNC Symbol;Acc:30510]	protein_coding	ENSG00000186583
7	129470572	129592789	UBE2H	ubiquitin-conjugating enzyme E2H [Source:HGNC Symbol;Acc:12484]	protein_coding	ENSG00000186591
8	7345191	7347115	DEFB105B	defensin, beta 105B [Source:HGNC Symbol;Acc:29930]	protein_coding	ENSG00000186599
1	45792545	45794347	HPDL	4-hydroxyphenylpyruvate dioxygenase-like [Source:HGNC Symbol;Acc:28242]	protein_coding	ENSG00000186603
6	149916009	149970108	KATNA1	katanin p60 (ATPase containing) subunit A 1 [Source:HGNC Symbol;Acc:6216]	protein_coding	ENSG00000186625
15	83424114	83474822	FSD2	fibronectin type III and SPRY domain containing 2 [Source:HGNC Symbol;Acc:18024]	protein_coding	ENSG00000186628
11	72396114	72504644	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:16925]	protein_coding	ENSG00000186635
9	34252379	34329198	KIF24	kinesin family member 24 [Source:HGNC Symbol;Acc:19916]	protein_coding	ENSG00000186638
11	72287185	72385635	PDE2A	phosphodiesterase 2A, cGMP-stimulated [Source:HGNC Symbol;Acc:8777]	protein_coding	ENSG00000186642
14	24521206	24538937	LRRC16B	leucine rich repeat containing 16B [Source:HGNC Symbol;Acc:20272]	protein_coding	ENSG00000186648
11	57154267	57158130	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:9362]	protein_coding	ENSG00000186652
22	45064593	45133561	PRR5	proline rich 5 (renal) [Source:HGNC Symbol;Acc:31682]	protein_coding	ENSG00000186654
11	58346584	58388515	ZFP91	ZFP91 zinc finger protein [Source:HGNC Symbol;Acc:14983]	protein_coding	ENSG00000186660
17	65987217	65989765	C17orf58	chromosome 17 open reading frame 58 [Source:HGNC Symbol;Acc:27568]	protein_coding	ENSG00000186665
12	50231573	50236912	BCDIN3D	BCDIN3 domain containing [Source:HGNC Symbol;Acc:27050]	protein_coding	ENSG00000186666
X	75002823	75005079	MAGEE2	melanoma antigen family E, 2 [Source:HGNC Symbol;Acc:24935]	protein_coding	ENSG00000186675
2	127941696	127977654	CYP27C1	cytochrome P450, family 27, subfamily C, polypeptide 1 [Source:HGNC Symbol;Acc:33480]	protein_coding	ENSG00000186684
5	130506503	130541119	LYRM7	LYR motif containing 7 [Source:HGNC Symbol;Acc:28072]	protein_coding	ENSG00000186687
12	113587663	113597081	CCDC42B	coiled-coil domain containing 42B [Source:HGNC Symbol;Acc:37100]	protein_coding	ENSG00000186710
11	32623792	32816204	CCDC73	coiled-coil domain containing 73 [Source:HGNC Symbol;Acc:23261]	protein_coding	ENSG00000186714
22	23521891	23660224	BCR	breakpoint cluster region [Source:HGNC Symbol;Acc:1014]	protein_coding	ENSG00000186716
19	15917817	15918936	OR10H1	olfactory receptor, family 10, subfamily H, member 1 [Source:HGNC Symbol;Acc:8172]	protein_coding	ENSG00000186723
22	43807202	43903728	MPPED1	metallophosphoesterase domain containing 1 [Source:HGNC Symbol;Acc:1306]	protein_coding	ENSG00000186732
17	79495422	79504156	FSCN2	fascin homolog 2, actin-bundling protein, retinal (Strongylocentrotus purpuratus) [Source:HGNC Symbol;Acc:3960]	protein_coding	ENSG00000186765
10	129535499	129539450	FOXI2	forkhead box I2 [Source:HGNC Symbol;Acc:32448]	protein_coding	ENSG00000186766
X	62567107	62571223	SPIN4	spindlin family, member 4 [Source:HGNC Symbol;Acc:27040]	protein_coding	ENSG00000186767
4	264464	299110	ZNF732	zinc finger protein 732 [Source:HGNC Symbol;Acc:37138]	protein_coding	ENSG00000186777
X	57144984	57147980	SPIN2B	spindlin family, member 2B [Source:HGNC Symbol;Acc:33147]	protein_coding	ENSG00000186787
1	47881744	47883723	FOXE3	forkhead box E3 [Source:HGNC Symbol;Acc:3808]	protein_coding	ENSG00000186790
3	50330262	50336899	HYAL3	hyaluronoglucosaminidase 3 [Source:HGNC Symbol;Acc:5322]	protein_coding	ENSG00000186792
10	118957000	118969810	KCNK18	potassium channel, subfamily K, member 18 [Source:HGNC Symbol;Acc:19439]	protein_coding	ENSG00000186795
9	21206180	21207142	IFNA10	interferon, alpha 10 [Source:HGNC Symbol;Acc:5418]	protein_coding	ENSG00000186803
19	51834790	51845378	VSIG10L	V-set and immunoglobulin domain containing 10 like [Source:HGNC Symbol;Acc:27111]	protein_coding	ENSG00000186806
10	47746936	47763041	ANXA8L2	annexin A8-like 2 [Source:HGNC Symbol;Acc:23335]	protein_coding	ENSG00000186807
X	70835766	70838367	CXCR3	chemokine (C-X-C motif) receptor 3 [Source:HGNC Symbol;Acc:4540]	protein_coding	ENSG00000186810
18	32820994	32847097	ZNF397	zinc finger protein 397 [Source:HGNC Symbol;Acc:18818]	protein_coding	ENSG00000186812
18	32831032	32870196	ZSCAN30	zinc finger and SCAN domain containing 30 [Source:HGNC Symbol;Acc:33517]	protein_coding	ENSG00000186814
12	113658855	113736390	TPCN1	two pore segment channel 1 [Source:HGNC Symbol;Acc:18182]	protein_coding	ENSG00000186815
19	55155340	55181810	LILRB4	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4 [Source:HGNC Symbol;Acc:6608]	protein_coding	ENSG00000186818
2	132552534	132559234	C2orf27B	chromosome 2 open reading frame 27B [Source:HGNC Symbol;Acc:33824]	protein_coding	ENSG00000186825
1	1146706	1149518	TNFRSF4	tumor necrosis factor receptor superfamily, member 4 [Source:HGNC Symbol;Acc:11918]	protein_coding	ENSG00000186827
17	39766030	39772151	KRT16	keratin 16 [Source:HGNC Symbol;Acc:6423]	protein_coding	ENSG00000186832
17	43224684	43229468	HEXIM1	hexamethylene bis-acetamide inducible 1 [Source:HGNC Symbol;Acc:24953]	protein_coding	ENSG00000186834
19	40005753	40011326	SELV	Selenoprotein V  [Source:UniProtKB/Swiss-Prot;Acc:P59797]	protein_coding	ENSG00000186838
1	152799949	152800573	LCE1A	late cornified envelope 1A [Source:HGNC Symbol;Acc:29459]	protein_coding	ENSG00000186844
17	39738531	39743173	KRT14	keratin 14 [Source:HGNC Symbol;Acc:6416]	protein_coding	ENSG00000186847
2	85048774	85134132	TRABD2A	TraB domain containing 2A [Source:HGNC Symbol;Acc:27013]	protein_coding	ENSG00000186854
17	39471173	39471947	KRTAP17-1	keratin associated protein 17-1 [Source:HGNC Symbol;Acc:18917]	protein_coding	ENSG00000186860
10	102767440	102790890	PDZD7	PDZ domain containing 7 [Source:HGNC Symbol;Acc:26257]	protein_coding	ENSG00000186862
21	46683843	46707813	POFUT2	protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:14683]	protein_coding	ENSG00000186866
4	122250467	122302214	QRFPR	pyroglutamylated RFamide peptide receptor [Source:HGNC Symbol;Acc:15565]	protein_coding	ENSG00000186867
17	43971748	44105700	MAPT	microtubule-associated protein tau [Source:HGNC Symbol;Acc:6893]	protein_coding	ENSG00000186868
X	71424510	71458897	ERCC6L	excision repair cross-complementing rodent repair deficiency, complementation group 6-like [Source:HGNC Symbol;Acc:20794]	protein_coding	ENSG00000186871
9	107266455	107267547	OR13F1	olfactory receptor, family 13, subfamily F, member 1 [Source:HGNC Symbol;Acc:14723]	protein_coding	ENSG00000186881
2	62727356	62739029	TMEM17	transmembrane protein 17 [Source:HGNC Symbol;Acc:26623]	protein_coding	ENSG00000186889
1	1138888	1142071	TNFRSF18	tumor necrosis factor receptor superfamily, member 18 [Source:HGNC Symbol;Acc:11914]	protein_coding	ENSG00000186891
11	69624992	69633792	FGF3	fibroblast growth factor 3 [Source:HGNC Symbol;Acc:3681]	protein_coding	ENSG00000186895
12	49726200	49730971	C1QL4	complement component 1, q subcomponent-like 4 [Source:HGNC Symbol;Acc:31416]	protein_coding	ENSG00000186897
11	57228022	57245007	RTN4RL2	reticulon 4 receptor-like 2 [Source:HGNC Symbol;Acc:23053]	protein_coding	ENSG00000186907
12	77157368	77247476	ZDHHC17	zinc finger, DHHC-type containing 17 [Source:HGNC Symbol;Acc:18412]	protein_coding	ENSG00000186908
14	94908801	94919127	SERPINA11	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 11 [Source:HGNC Symbol;Acc:19193]	protein_coding	ENSG00000186910
X	69478016	69479654	P2RY4	pyrimidinergic receptor P2Y, G-protein coupled, 4 [Source:HGNC Symbol;Acc:8542]	protein_coding	ENSG00000186912
8	28203102	28260218	ZNF395	zinc finger protein 395 [Source:HGNC Symbol;Acc:18737]	protein_coding	ENSG00000186918
17	74068042	74079747	ZACN	zinc activated ligand-gated ion channel [Source:HGNC Symbol;Acc:29504]	protein_coding	ENSG00000186919
21	31973414	31973612	KRTAP22-1	keratin associated protein 22-1 [Source:HGNC Symbol;Acc:18947]	protein_coding	ENSG00000186924
21	31913854	31914183	KRTAP19-6	keratin associated protein 19-6 [Source:HGNC Symbol;Acc:18941]	protein_coding	ENSG00000186925
21	31970909	31971219	KRTAP6-2	keratin associated protein 6-2 [Source:HGNC Symbol;Acc:18932]	protein_coding	ENSG00000186930
9	107331449	107332411	OR13C8	olfactory receptor, family 13, subfamily C, member 8 [Source:HGNC Symbol;Acc:15103]	protein_coding	ENSG00000186943
22	46546424	46639653	PPARA	peroxisome proliferator-activated receptor alpha [Source:HGNC Symbol;Acc:9232]	protein_coding	ENSG00000186951
5	109624934	110074657	TMEM232	transmembrane protein 232 [Source:HGNC Symbol;Acc:37270]	protein_coding	ENSG00000186952
14	29241910	29282493	C14orf23	chromosome 14 open reading frame 23 [Source:HGNC Symbol;Acc:19828]	protein_coding	ENSG00000186960
21	31859362	31859755	KRTAP19-2	keratin associated protein 19-2 [Source:HGNC Symbol;Acc:18937]	protein_coding	ENSG00000186965
21	31869142	31869451	KRTAP19-4	keratin associated protein 19-4 [Source:HGNC Symbol;Acc:18939]	protein_coding	ENSG00000186967
21	31812597	31813070	KRTAP15-1	keratin associated protein 15-1 [Source:HGNC Symbol;Acc:18927]	protein_coding	ENSG00000186970
21	31802572	31803216	KRTAP13-4	keratin associated protein 13-4 [Source:HGNC Symbol;Acc:18926]	protein_coding	ENSG00000186971
1	43610824	43622067	FAM183A	family with sequence similarity 183, member A [Source:HGNC Symbol;Acc:34347]	protein_coding	ENSG00000186973
22	43924624	44208217	EFCAB6	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:24204]	protein_coding	ENSG00000186976
21	31873975	31874435	KRTAP19-5	keratin associated protein 19-5 [Source:HGNC Symbol;Acc:18940]	protein_coding	ENSG00000186977
21	31720717	31720924	KRTAP23-1	keratin associated protein 23-1 [Source:HGNC Symbol;Acc:18928]	protein_coding	ENSG00000186980
19	8387468	8408146	KANK3	KN motif and ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:24796]	protein_coding	ENSG00000186994
22	29601840	29655586	EMID1	EMI domain containing 1 [Source:HGNC Symbol;Acc:18036]	protein_coding	ENSG00000186998
9	111624603	111626035	ACTL7A	actin-like 7A [Source:HGNC Symbol;Acc:161]	protein_coding	ENSG00000187003
21	32127439	32127746	KRTAP21-1	keratin associated protein 21-1 [Source:HGNC Symbol;Acc:18945]	protein_coding	ENSG00000187005
1	25598884	25656936	RHD	Rh blood group, D antigen [Source:HGNC Symbol;Acc:10009]	protein_coding	ENSG00000187010
17	59489112	59490641	C17orf82	chromosome 17 open reading frame 82 [Source:HGNC Symbol;Acc:32699]	protein_coding	ENSG00000187013
1	6484848	6521430	ESPN	espin [Source:HGNC Symbol;Acc:13281]	protein_coding	ENSG00000187017
10	118349897	118368687	PNLIPRP1	pancreatic lipase-related protein 1 [Source:HGNC Symbol;Acc:9156]	protein_coding	ENSG00000187021
9	130455257	130487152	PTRH1	peptidyl-tRNA hydrolase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:27039]	protein_coding	ENSG00000187024
21	32119112	32119551	KRTAP21-2	keratin associated protein 21-2 [Source:HGNC Symbol;Acc:18946]	protein_coding	ENSG00000187026
3	169629360	169656963	SAMD7	sterile alpha motif domain containing 7 [Source:HGNC Symbol;Acc:25394]	protein_coding	ENSG00000187033
7	37723399	37873390	GPR141	G protein-coupled receptor 141 [Source:HGNC Symbol;Acc:19997]	protein_coding	ENSG00000187037
22	37461476	37505603	TMPRSS6	transmembrane protease, serine 6 [Source:HGNC Symbol;Acc:16517]	protein_coding	ENSG00000187045
1	47394849	47407156	CYP4A11	cytochrome P450, family 4, subfamily A, polypeptide 11 [Source:HGNC Symbol;Acc:2642]	protein_coding	ENSG00000187048
11	61159159	61166335	TMEM216	transmembrane protein 216 [Source:HGNC Symbol;Acc:25018]	protein_coding	ENSG00000187049
22	39925098	39928860	RPS19BP1	ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:28749]	protein_coding	ENSG00000187051
4	68775103	68829858	TMPRSS11A	transmembrane protease, serine 11A [Source:HGNC Symbol;Acc:27954]	protein_coding	ENSG00000187054
11	64852451	64856847	TMEM262	transmembrane protein 262 [Source:HGNC Symbol;Acc:49389]	protein_coding	ENSG00000187066
3	184795838	184870802	C3orf70	chromosome 3 open reading frame 70 [Source:HGNC Symbol;Acc:33731]	protein_coding	ENSG00000187068
11	12695969	12966298	TEAD1	TEA domain family member 1 (SV40 transcriptional enhancer factor) [Source:HGNC Symbol;Acc:11714]	protein_coding	ENSG00000187079
1	248128535	248129641	OR2AK2	olfactory receptor, family 2, subfamily AK, member 2 [Source:HGNC Symbol;Acc:19569]	protein_coding	ENSG00000187080
8	7340026	7343922	DEFB106B	defensin, beta 106B [Source:HGNC Symbol;Acc:28879]	protein_coding	ENSG00000187082
3	38048987	38071253	PLCD1	phospholipase C, delta 1 [Source:HGNC Symbol;Acc:9060]	protein_coding	ENSG00000187091
3	42299317	42307699	CCK	cholecystokinin [Source:HGNC Symbol;Acc:1569]	protein_coding	ENSG00000187094
14	74424713	74486102	ENTPD5	ectonucleoside triphosphate diphosphohydrolase 5 [Source:HGNC Symbol;Acc:3367]	protein_coding	ENSG00000187097
3	69788586	70017488	MITF	microphthalmia-associated transcription factor [Source:HGNC Symbol;Acc:7105]	protein_coding	ENSG00000187098
14	73945189	74025651	HEATR4	HEAT repeat containing 4 [Source:HGNC Symbol;Acc:16761]	protein_coding	ENSG00000187105
12	76438670	76478813	NAP1L1	nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:7637]	protein_coding	ENSG00000187109
19	54818353	54824409	LILRA5	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5 [Source:HGNC Symbol;Acc:16309]	protein_coding	ENSG00000187116
3	28283075	28366633	CMC1	C-x(9)-C motif containing 1 [Source:HGNC Symbol;Acc:28783]	protein_coding	ENSG00000187118
10	98757795	98945677	SLIT1	slit homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:11085]	protein_coding	ENSG00000187122
2	150186499	150330662	LYPD6	LY6/PLAUR domain containing 6 [Source:HGNC Symbol;Acc:28751]	protein_coding	ENSG00000187123
10	4934796	5025475	AKR1C1	aldo-keto reductase family 1, member C1 [Source:HGNC Symbol;Acc:384]	protein_coding	ENSG00000187134
19	30017406	30055386	VSTM2B	V-set and transmembrane domain containing 2B [Source:HGNC Symbol;Acc:33595]	protein_coding	ENSG00000187135
1	63788730	63790797	FOXD3	forkhead box D3 [Source:HGNC Symbol;Acc:3804]	protein_coding	ENSG00000187140
1	16713612	16763919	SPATA21	spermatogenesis associated 21 [Source:HGNC Symbol;Acc:28026]	protein_coding	ENSG00000187144
1	150266289	150281414	MRPS21	mitochondrial ribosomal protein S21 [Source:HGNC Symbol;Acc:14046]	protein_coding	ENSG00000187145
1	44870866	45117396	RNF220	ring finger protein 220 [Source:HGNC Symbol;Acc:25552]	protein_coding	ENSG00000187147
11	101761405	101787253	ANGPTL5	angiopoietin-like 5 [Source:HGNC Symbol;Acc:19705]	protein_coding	ENSG00000187151
10	118643742	118886097	KIAA1598	KIAA1598 [Source:HGNC Symbol;Acc:29319]	protein_coding	ENSG00000187164
12	48722763	48724062	H1FNT	H1 histone family, member N, testis-specific [Source:HGNC Symbol;Acc:24893]	protein_coding	ENSG00000187166
1	152680636	152681967	LCE4A	late cornified envelope 4A [Source:HGNC Symbol;Acc:16613]	protein_coding	ENSG00000187170
1	152670840	152671918	LCE2A	late cornified envelope 2A [Source:HGNC Symbol;Acc:29469]	protein_coding	ENSG00000187173
21	46101491	46102078	KRTAP12-1	keratin associated protein 12-1 [Source:HGNC Symbol;Acc:20529]	protein_coding	ENSG00000187175
